PMT, p0, p1, p2, T1, T2, r1, r2, uncertainty_p0, uncertainty_p1, uncertainty_p2, uncertainty_T1, uncertainty_T2, uncertainty_r1, uncertainty_r2
387, 19.087542420808383, 66.34265501770679, 0.0372543218512557, 7.040460875801244, 8.002638250957755, 0.2141254324371979, 0.0927337706350476, 1.284275763968412, 0.1800076603860037, 0.0017178974034971, 0.4898801189806236, 0.2887890499133937, 0.0393065051725723, 0.0145920086530425
388, 16.976419363727093, 66.0691858132698, 0.0374432826384177, 7.1985994097835295, 7.501018713933011, 0.1802775935228593, 0.1045309384955463, 1.1414698962373522, 0.189256076969585, 0.0018847684596867, 0.6651225124034182, 0.3378953313385421, 0.0367934612419309, 0.0182629608387061
389, 20.69153184363912, 66.28230965465572, 0.0366506428225253, 7.009714867797686, 7.749748176725212, 0.196747081733372, 0.0917180855550247, 1.4397651841289492, 0.1776323801606303, 0.0016986888604135, 0.4911473343227802, 0.2976906425874857, 0.0343977488673439, 0.0160849546142348
390, 18.03377637885321, 65.8240219162157, 0.034961602117465, 7.347381343680425, 7.637657640041306, 0.1775624470186095, 0.0858068214605645, 1.0715748804066394, 0.1424415327868406, 0.0014155412609838, 0.4359149509248931, 0.3028991103590556, 0.0248284078502475, 0.0164627124929836
391, 16.446869331081242, 66.12979926977948, 0.0379419994523057, 7.181182541211345, 7.737013516212239, 0.188169166484076, 0.0892611930713792, 1.0828882227404226, 0.1801285397128989, 0.0018446786702973, 0.5544571989296538, 0.3474597031348681, 0.0365686292085394, 0.0162268388532557
392, 18.10037597973357, 66.13110631031017, 0.0369513369809789, 7.181066931323182, 7.597669687683862, 0.1855849996470122, 0.0888038209476141, 1.3108869397795335, 0.1960559898989754, 0.0019157971481176, 0.6198250315927314, 0.3853619860733604, 0.0394935834185836, 0.0193155083754942
393, 13.344087723685846, 67.45606401998405, 0.049870835424793, 9.999999999999998, 9.999999999999998, 0.2815096468682728, 0.1317198692181746, 1.3545824857083193, 0.3398645961074437, 0.0035168734288719, 0.9203430882736294, 0.702036292113671, 0.0604263414922221, 0.0395743195538015
394, 18.04499615797016, 66.07106350152456, 0.0356287648116866, 6.94235935989358, 7.640602466024577, 0.2169284547269049, 0.1049489436147138, 1.3320000854674368, 0.1909757685037246, 0.001846165068998, 0.5924378943153646, 0.3593180962357386, 0.042486284976235, 0.021792488018139
395, 22.343993034188436, 66.11378217453917, 0.0350021638642662, 7.376000768588432, 7.550235367490872, 0.2151184784793641, 0.0899018126299405, 1.696670091023725, 0.1781860799542669, 0.0016955259313657, 0.4958129017597347, 0.3012811840362435, 0.0362693058451072, 0.0158272495985619
396, 20.074373764845888, 66.35473559924681, 0.0371498495984742, 7.901628568055258, 7.942950347545157, 0.213036869473744, 0.0938528219108705, 1.369997194613913, 0.1686054439967259, 0.0016140387613863, 0.5057755114094593, 0.3471847000569977, 0.0332788667573514, 0.0197874051426945
397, 18.017248297954296, 66.26388213326209, 0.0372163875324126, 7.154100632326426, 8.026401541703738, 0.2384911542030233, 0.1242243662220605, 1.7315651819661615, 0.2511937675242071, 0.0023339527431467, 0.6659219381410408, 0.3367757308908989, 0.0577579342489495, 0.0242385394030055
398, 17.874340661390136, 66.14173415188586, 0.0366365596025424, 7.5141582372027695, 7.571126562390608, 0.1985528544549165, 0.0794684999890907, 1.1155494983032366, 0.1615435276086761, 0.0015543412293081, 0.4939204021857534, 0.327086003197535, 0.0300156034087383, 0.0149868305270727
399, 18.100116175043706, 66.2447253131607, 0.037214847573174, 7.000122915568567, 7.742729073427685, 0.197216497449456, 0.0890259153199279, 1.1289290287804823, 0.1706544601339197, 0.0016259040321865, 0.4987522726761511, 0.2707892717611858, 0.0349685079565119, 0.0125955622009156
400, 17.978471370849498, 65.92906169082572, 0.0353958179265019, 7.073426245698565, 7.517113415369374, 0.2163938193002606, 0.0813098440928878, 1.089101293609152, 0.1536550486652998, 0.0014708262064945, 0.4140766359703792, 0.3086966970653984, 0.0315613798649, 0.0154416612166465
401, 16.4515926075533, 66.48411294817637, 0.0396446400054277, 7.971354800785681, 8.066765765977078, 0.1962178443759243, 0.0914528188461402, 1.0997996313488425, 0.1951401765526543, 0.0018980453084609, 0.6702429272586333, 0.4375301375667652, 0.0374931755517815, 0.02033148631341
402, 16.84121714593208, 65.92289067125995, 0.0354751070569081, 6.880289728594354, 7.327388155076576, 0.2155751628975023, 0.0911933383003305, 0.9843306620465724, 0.1517245066526004, 0.0014919951585502, 0.4647133009122337, 0.2709353585209675, 0.0366352653257775, 0.0147032280697084
403, 14.440088464060794, 65.75462229559639, 0.0358399645575489, 7.192378457716725, 7.372907713010523, 0.2146072651567256, 0.0996959876557662, 0.9505201772174128, 0.169078659470966, 0.0017196657203796, 0.5140037477610624, 0.3628272550068788, 0.0386022124059726, 0.0211562237611297
404, 11.088498351485413, 67.65075400949662, 0.0538031197078811, 9.999999999999998, 9.999999999999998, 0.2751899388103498, 0.172956672107958, 1.295276808483277, 0.4594817762299013, 0.004648035613989, 1.2332447728157667, 0.6764967174511122, 0.0732487383612241, 0.0495624098581768
405, 8.841391133850305, 66.22175520396388, 0.0435373695959395, 7.349773567034183, 7.756711847442749, 0.3211131726274235, 0.1803268511455277, 0.6501942966146254, 0.2866537737821133, 0.0028640509950068, 0.6740589707544311, 0.3970773490903765, 0.0679234041859579, 0.0364547511944473
406, 17.984188875454638, 66.43931296078893, 0.0388031951030341, 7.679776801181958, 8.155260395469567, 0.2068254080408273, 0.1180313658362269, 1.765932045716578, 0.2602285783654933, 0.0025602021559334, 0.757136851188016, 0.4759856942968204, 0.0455822966261769, 0.0300367510429369
407, 18.999351783244308, 66.11863457905933, 0.03676376383198, 7.300133604259124, 7.907737709445272, 0.1746979700449212, 0.0860499753390008, 1.1952280056343163, 0.1622062017023773, 0.0016065201509089, 0.5108385427758231, 0.3465356199805556, 0.0298436605707311, 0.0166924562302714
409, 18.75485685154857, 66.08606189978964, 0.0358379680781415, 7.1837270728549925, 7.44225366104867, 0.2134782622713114, 0.0945303342295597, 1.4260884140861017, 0.1925430234214441, 0.001892361558028, 0.5127277642322433, 0.3536733683826122, 0.036556346185573, 0.0189401150191651
410, 16.86958144697393, 66.26817094942146, 0.0376131438619328, 6.808209435604554, 7.868441219560693, 0.2387969130855406, 0.1168526119171327, 1.4527877370732278, 0.2539731236023403, 0.00244855844744, 0.7561461624342373, 0.4456753637464599, 0.0634445006359198, 0.0312135073031314
411, 16.03974453728752, 65.86826762267665, 0.035710675303522, 6.556466247020019, 7.756976915833579, 0.2438999223848733, 0.1130114318371147, 0.9939515061505104, 0.1634237044308242, 0.0015917200655788, 0.4213552808280931, 0.2575274238070944, 0.0413234508732263, 0.017592846028183
412, 18.73468089354676, 65.8525864266488, 0.0355683511526484, 7.070978202725093, 7.66267825815321, 0.2034514127772492, 0.084354220004157, 1.1546446325467312, 0.1513512007595489, 0.0015077755681148, 0.4271728423001572, 0.2981863503737384, 0.0307904191437006, 0.0144229395726077
413, 19.091261597873693, 66.24084541673696, 0.0370946250482944, 7.517795429792926, 7.925008939428284, 0.1722666465599524, 0.092381588500136, 1.4014225539381793, 0.1962555069510597, 0.0019292771137502, 0.6996854378297949, 0.3717898547401424, 0.0378710683765004, 0.01899087352699
414, 20.18183630297641, 66.02304138191256, 0.034930391498557, 7.488876310797508, 7.734832100414675, 0.1947943088818413, 0.0865410032708088, 1.415621792217299, 0.1619893616855036, 0.0015848590877043, 0.495056587763702, 0.319698335967824, 0.0313571812826614, 0.0161071160080269
415, 16.541619062378373, 65.7872895015749, 0.0347470417937754, 6.978837775511089, 8.06247171890967, 0.2222153325026532, 0.0972712231876108, 0.8086310165895505, 0.1229549457941262, 0.001255793752718, 0.3760782002795822, 0.2421505154610825, 0.0300081539325176, 0.0144506434690715
417, 18.44891700978311, 65.9910753771153, 0.0342846028135367, 7.76990608790889, 8.41201854213202, 0.3061651485287902, 0.1140396161183128, 1.17746977707508, 0.1460529210091637, 0.001384447096262, 0.3382476437278993, 0.2805328345007857, 0.0345816642332338, 0.0197278765192085
418, 20.789177585513368, 65.9638696231725, 0.033803258903743, 8.153834151130688, 8.5496869065135, 0.2600622822340173, 0.0783336317470313, 0.801090418618431, 0.089926797962843, 0.0008553869566324, 0.2293466133491089, 0.2196531561393827, 0.0198480831420829, 0.0110987302680096
419, 16.736511851590315, 65.7704723944457, 0.0342444717447583, 7.745275162859688, 8.450251577276843, 0.2598808230607848, 0.0786207636349865, 0.5581733374254342, 0.0832504232240767, 0.0007884204160615, 0.208716291388075, 0.2152281549386959, 0.0177637896515609, 0.0116606677945402
420, 17.822321737523325, 65.445969110379, 0.0321217930476515, 8.083072120116062, 7.485415477090315, 0.6843770683240785, 0.3195479042031249, 1.3769214244885952, 0.1600133321908912, 0.0014284050114644, 0.2700999423263581, 0.1914797763097361, 0.0730765582989, 0.0391252362965674
421, 17.82643730933546, 66.13465632030736, 0.035814525820291, 8.213278460696639, 8.68893456840052, 0.2785125544562573, 0.0952527393766963, 1.0000603911650918, 0.1340848869628072, 0.0012795174760909, 0.3348547803629321, 0.3284797709668594, 0.0295073553905685, 0.0175011511759349
422, 17.91577124666585, 65.95819532301537, 0.0357071600363324, 7.903214820296334, 8.416820501285855, 0.2928099333910204, 0.1021009214216403, 1.0047690407111731, 0.1421874080746854, 0.001338491947369, 0.3394490741107951, 0.323805275452018, 0.0325535461179095, 0.0195581477853157
423, 18.55158557084763, 65.84168956996582, 0.0336290374346821, 7.984175084306698, 8.471677678781619, 0.270073529826404, 0.0939530228264841, 0.8486174413781306, 0.1044896523433728, 0.0009937213762696, 0.2519319532174325, 0.231356776572345, 0.0234932638664811, 0.0151920310322382
424, 18.63921611008957, 66.0282494079196, 0.0353953823695369, 8.107906476183398, 8.596681274482034, 0.3001986515903809, 0.1148093472566774, 1.250348369878415, 0.1617117713177545, 0.0015063928567932, 0.3776579825073297, 0.3562516336249461, 0.0383164944567268, 0.0255666481611007
425, 16.389248832447485, 66.08206191090864, 0.0360346177656464, 7.737283018998857, 8.3522937602886, 0.3638102031083075, 0.1378319397005677, 1.6948457673572113, 0.2368784025502378, 0.0022025594702507, 0.4788108013868365, 0.3445944804579985, 0.0617385376444288, 0.0280670040515909
426, 19.676408549677543, 65.6019741040735, 0.0320935264621533, 8.045569275791959, 8.261193852516683, 0.2092446426936531, 0.0843378189830445, 1.0561706590349569, 0.1261778977291271, 0.0012004207885413, 0.3688369671783133, 0.2913125798018823, 0.027092161290261, 0.0173444726615215
427, 18.931327713830598, 65.72046441709304, 0.0328857951294851, 8.38358366471532, 8.284176711815778, 0.2038443331332205, 0.0975119724184071, 0.7899064344799026, 0.0966000642632132, 0.0009430010991718, 0.2793010899289433, 0.2269185598610383, 0.0191086562594229, 0.0176587899464906
428, 16.74048871138697, 65.93072534617092, 0.0363023917053726, 7.897817334403786, 8.387625380761172, 0.3070305115172463, 0.0920980044489724, 0.8628640296974156, 0.1316597741588415, 0.0012373191438567, 0.2967750265421112, 0.2755662399441436, 0.0302466160090042, 0.0142690884888492
429, 18.60395056738597, 65.80293591432954, 0.0329687675543597, 8.361217179715945, 8.47008030662252, 0.229383190897102, 0.0916630463832661, 0.8387471513608692, 0.1025484486237376, 0.0009937035713919, 0.2772545546841503, 0.2705469464995127, 0.0216314485263755, 0.0158846903022361
430, 18.01501353412002, 66.23060957849347, 0.0364507654272159, 8.220695094159039, 8.775390744540426, 0.289226629323711, 0.1175522347079003, 1.6304590802052283, 0.220955013694321, 0.0020352321585428, 0.5013362200712546, 0.3723838259451199, 0.0490104018349032, 0.0275011263161908
432, 17.50310932710253, 65.81046577097354, 0.0345844742576821, 7.94062644945325, 8.483832297126815, 0.2873095312785791, 0.090199696490066, 0.8227433165779013, 0.1098181086994381, 0.0010902968507599, 0.2706055286267805, 0.2786378313003572, 0.0249250240647009, 0.015116726841983
433, 20.34139152083189, 65.61537246706635, 0.0318335911460926, 8.209073898280089, 8.154158929947496, 0.184936468778572, 0.0502758596090779, 0.8507955538360962, 0.0995229223780767, 0.0009872420477397, 0.316362223711494, 0.4384408033859829, 0.0198550564240856, 0.0154409959500234
434, 16.93680068907594, 65.96340732429614, 0.0349959384534805, 7.842666696584803, 8.359046609088988, 0.2902541470418494, 0.0951409046237551, 0.842341521857461, 0.1239265757102382, 0.0011682064754019, 0.2927515112513859, 0.2504492568775668, 0.028562187488646, 0.0147933040772646
435, 17.241847188146913, 65.9892589390205, 0.0360031295742339, 7.880617453168138, 8.385177958713683, 0.2920874196955246, 0.1075086598589666, 1.164447268531827, 0.1686141241035638, 0.0016065772856377, 0.4321725364139995, 0.3490527483398327, 0.0393122528274449, 0.0212657470683423
436, 21.261446244641316, 65.84254903624077, 0.0325829888822235, 8.723049208886982, 8.704078327282467, 0.2021549254471222, 0.0758684531215836, 0.8914967026871833, 0.0977470506009845, 0.0009372929729155, 0.2783268605616823, 0.3080094008806317, 0.0187587506392808, 0.0155422015543724
437, 22.346714811472623, 65.8437709925746, 0.0321506237785527, 8.286478837598548, 8.463155857017309, 0.2122235315361545, 0.0913359154784732, 1.185401652143224, 0.116782448685327, 0.0011069822228133, 0.323102653525161, 0.2873647470415573, 0.0227007799200302, 0.0184368409797442
438, 18.776101452568923, 66.09633293786318, 0.0347965073676038, 8.194402815951733, 8.876135618095876, 0.2646653499099968, 0.0900975679493296, 0.9766228670525342, 0.1248060728661552, 0.001154791764247, 0.3028136337136524, 0.2690204854328129, 0.0264783685322001, 0.0148964716306281
439, 18.634138723642234, 66.18084907084646, 0.0350889009574887, 8.057442027781082, 8.607749453648697, 0.2605364832589021, 0.0871154514122772, 1.0745143699097133, 0.1367715492501579, 0.0012864926486139, 0.3303056915202096, 0.2755243716651012, 0.0281644640593453, 0.0151013792297256
440, 19.52782256493223, 66.0510773177615, 0.0355230303065688, 8.122334923508763, 8.832968695264174, 0.2669774744745575, 0.0832092351568731, 0.8610970424254204, 0.1100153381809537, 0.0010879861812948, 0.270431304349643, 0.2764968006167488, 0.0228727693816378, 0.012986674056354
441, 17.522039353101, 66.25591244622052, 0.0369005039984421, 8.012610929181795, 8.550506375419344, 0.294807901222697, 0.1069542220273232, 1.3316693700246018, 0.1935556509410843, 0.0018029542176008, 0.4532096587458303, 0.363110083147787, 0.0435476083254565, 0.0224244108597689
442, 19.82417702271372, 65.64195425033728, 0.0321834587810454, 8.34991236918498, 8.415152429545298, 0.2104877536190419, 0.1022213322845603, 1.1253904215859043, 0.1225542997472593, 0.0012157248385016, 0.3791955434962882, 0.3743172752864463, 0.0264228825989434, 0.0245977659502914
443, 17.63017098277628, 65.83674204196093, 0.0342535656684394, 7.773766164335162, 8.573401421344306, 0.2769845488159174, 0.0952904466700415, 0.9348620335365484, 0.1237269087959292, 0.0011870092132544, 0.3094996083536473, 0.2811382048898285, 0.0298152876541073, 0.016404881110685
446, 19.015076751576427, 66.37461980978698, 0.036295734097135, 8.004179145184446, 8.488419825724657, 0.2764748090128431, 0.0788510204082238, 0.893430380698807, 0.1183059854928896, 0.0011145936582155, 0.2846302566989466, 0.2738612951470886, 0.0252652335062456, 0.0131215111574517
